subj_nr	sent_nr	sent_pos	correct	answer_time	word_pos	word	RTfirstfix	RTfirstpass	RTrightbound	RTgopast
29	67	83	-	NaN	4	spare	232	232	232	232
29	67	83	-	NaN	5	the	0	0	0	0
29	67	83	-	NaN	6	birds	168	300	300	300
29	67	83	-	NaN	7	a	0	0	0	0
29	67	83	-	NaN	8	killing.	208	344	344	464
29	68	169	c	2366	1	I	0	0	0	0
29	68	169	c	2366	2	think	100	276	276	276
29	68	169	c	2366	3	our	124	124	124	124
29	68	169	c	2366	4	friend's	200	200	200	200
29	68	169	c	2366	5	demands	212	212	212	212
29	68	169	c	2366	6	are	172	172	172	172
29	68	169	c	2366	7	well	156	156	156	156
29	68	169	c	2366	8	justified.	196	336	336	552
29	69	145	-	NaN	1	Let	0	0	0	0
29	69	145	-	NaN	2	us	0	0	0	0
29	69	145	-	NaN	3	leave	0	0	0	0
29	69	145	-	NaN	4	these	0	0	0	0
29	69	145	-	NaN	5	poor	0	0	0	0
29	69	145	-	NaN	6	people	100	100	100	100
29	69	145	-	NaN	7	in	0	0	0	0
29	69	145	-	NaN	8	peace.	0	0	0	0
29	70	75	-	NaN	1	Walter	0	0	0	0
29	70	75	-	NaN	2	closed	0	0	0	0
29	70	75	-	NaN	3	the	76	76	76	708
29	70	75	-	NaN	4	door	176	176	176	176
29	70	75	-	NaN	5	and	0	0	0	0
29	70	75	-	NaN	6	took	192	192	192	192
29	70	75	-	NaN	7	a	0	0	0	0
29	70	75	-	NaN	8	breath.	144	668	668	736
29	71	205	c	1482	1	William	0	0	0	0
29	71	205	c	1482	2	sat	236	236	428	540
29	71	205	c	1482	3	down	116	116	116	116
29	71	205	c	1482	4	and	0	0	0	0
29	71	205	c	1482	5	tucked	232	232	232	232
29	71	205	c	1482	6	into	180	180	180	180
29	71	205	c	1482	7	his	0	0	0	0
29	71	205	c	1482	8	breakfast.	232	456	456	456
29	72	79	-	NaN	1	Alec	200	200	200	200
29	72	79	-	NaN	2	stood	324	324	324	324
29	72	79	-	NaN	3	against	292	292	292	292
29	72	79	-	NaN	4	the	0	0	0	0
29	72	79	-	NaN	5	wall	156	156	156	156
29	72	79	-	NaN	6	to	0	0	0	0
29	72	79	-	NaN	7	steady	176	176	176	176
29	72	79	-	NaN	8	himself.	244	404	404	404
29	73	32	e	3227	1	No-one	0	0	0	0
29	73	32	e	3227	2	else	0	0	0	0
29	73	32	e	3227	3	had	0	0	0	0
29	73	32	e	3227	4	dared	236	236	436	1148
29	73	32	e	3227	5	step	408	408	408	408
29	73	32	e	3227	6	within	0	0	0	0
29	73	32	e	3227	7	the	188	356	356	356
29	73	32	e	3227	8	ring.	92	92	736	936
29	74	111	-	NaN	1	None	0	0	0	0
29	74	111	-	NaN	2	of	252	252	252	376
29	74	111	-	NaN	3	the	0	0	0	0
29	74	111	-	NaN	4	city	208	208	208	208
29	74	111	-	NaN	5	people	212	212	212	212
29	74	111	-	NaN	6	dress	152	208	208	208
29	74	111	-	NaN	7	like	144	144	144	144
29	74	111	-	NaN	8	that.	168	168	168	168
29	75	171	e	1666	1	She	0	0	0	0
29	75	171	e	1666	2	saw	268	384	384	384
29	75	171	e	1666	3	the	0	0	0	0
29	75	171	e	1666	4	throwing	148	424	424	424
29	75	171	e	1666	5	knife	336	336	520	816
29	75	171	e	1666	6	in	0	0	0	0
29	75	171	e	1666	7	his	276	276	276	276
29	75	171	e	1666	8	hand.	148	148	836	948
29	76	46	c	2054	1	She	0	0	0	0
29	76	46	c	2054	2	was	0	0	0	0
29	76	46	c	2054	3	smiling	0	0	0	0
29	76	46	c	2054	4	in	248	248	248	624
29	76	46	c	2054	5	the	136	136	136	136
29	76	46	c	2054	6	dark,	204	204	204	204
29	76	46	c	2054	7	teeth	240	240	748	928
29	76	46	c	2054	8	flashing.	288	512	512	512
29	77	29	e	3002	1	Shut	0	0	0	0
29	77	29	e	3002	2	your	0	0	0	0
29	77	29	e	3002	3	smart	0	0	0	0
29	77	29	e	3002	4	foul	0	0	0	0
29	77	29	e	3002	5	mouth	204	204	436	1240
29	77	29	e	3002	6	and	140	140	140	140
29	77	29	e	3002	7	sit	172	172	172	172
29	77	29	e	3002	8	down.	292	292	292	292
29	78	99	-	NaN	1	Tell	292	292	292	292
29	78	99	-	NaN	2	me	0	0	0	0
29	78	99	-	NaN	3	what	176	176	176	176
29	78	99	-	NaN	4	really	196	196	196	196
29	78	99	-	NaN	5	happened	144	144	144	144
29	78	99	-	NaN	6	to	0	0	0	0
29	78	99	-	NaN	7	the	192	192	192	192
29	78	99	-	NaN	8	truck.	288	288	288	288
29	79	7	-	NaN	1	The	0	0	0	0
29	79	7	-	NaN	2	door	0	0	0	0
29	79	7	-	NaN	3	was	0	0	0	0
29	79	7	-	NaN	4	opened	0	0	0	0
29	79	7	-	NaN	5	and	0	0	0	0
29	79	7	-	NaN	6	Alexander	224	224	512	1196
29	79	7	-	NaN	7	walked	256	256	256	256
29	79	7	-	NaN	8	out.	188	188	188	188
29	80	71	c	1738	1	There	0	0	0	0
29	80	71	c	1738	2	were	0	0	0	0
29	80	71	c	1738	3	choked	220	220	372	564
29	80	71	c	1738	4	screams	228	312	312	312
29	80	71	c	1738	5	and	0	0	0	0
29	80	71	c	1738	6	shouts	276	404	404	404
29	80	71	c	1738	7	of	0	0	0	0
29	80	71	c	1738	8	dismay.	228	460	460	728
29	81	70	-	NaN	1	There	0	0	0	0
29	81	70	-	NaN	2	will	120	248	248	412
29	81	70	-	NaN	3	be	136	136	136	136
29	81	70	-	NaN	4	men	172	172	172	172
29	81	70	-	NaN	5	to	0	0	0	0
29	81	70	-	NaN	6	kill	220	220	220	220
29	81	70	-	NaN	7	either	184	412	412	412
29	81	70	-	NaN	8	way.	264	264	264	464
29	82	49	-	NaN	1	They	0	0	0	0
29	82	49	-	NaN	2	were	88	88	88	296
29	82	49	-	NaN	3	definitely	120	280	280	280
29	82	49	-	NaN	4	holding	200	200	200	200
29	82	49	-	NaN	5	hands	188	188	188	188
29	82	49	-	NaN	6	underneath	196	196	196	196
29	82	49	-	NaN	7	the	0	0	0	0
29	82	49	-	NaN	8	table.	168	368	368	564
29	83	9	e	1825	1	Claudia	0	0	0	0
29	83	9	e	1825	2	still	0	0	0	0
29	83	9	e	1825	3	teaches	0	0	0	0
29	83	9	e	1825	4	and	56	56	56	916
29	83	9	e	1825	5	still	184	184	184	184
29	83	9	e	1825	6	claims	292	292	292	292
29	83	9	e	1825	7	to	0	0	0	0
29	83	9	e	1825	8	hate	196	420	420	420
29	83	9	e	1825	9	it.	116	356	356	356
29	84	122	-	NaN	1	Burn	276	276	276	276
29	84	122	-	NaN	2	him	0	0	0	0
29	84	122	-	NaN	3	now,	288	288	288	288
29	84	122	-	NaN	4	don't	124	292	292	292
29	84	122	-	NaN	5	wait	120	340	340	340
29	84	122	-	NaN	6	for	116	116	116	116
29	84	122	-	NaN	7	him	180	180	180	180
29	84	122	-	NaN	8	to	0	0	0	0
29	84	122	-	NaN	9	escape.	212	392	392	392
29	85	22	-	NaN	1	Don't	0	0	0	0
29	85	22	-	NaN	2	die	0	0	0	0
29	85	22	-	NaN	3	of	96	96	96	96
29	85	22	-	NaN	4	cold	148	148	444	872
29	85	22	-	NaN	5	before	220	220	220	220
29	85	22	-	NaN	6	you	124	124	124	124
29	85	22	-	NaN	7	die	160	160	160	160
29	85	22	-	NaN	8	in	0	0	0	0
29	85	22	-	NaN	9	battle.	280	280	280	280
29	86	129	-	NaN	1	Good	168	168	168	168
29	86	129	-	NaN	2	God,	272	272	272	272
29	86	129	-	NaN	3	if	172	172	172	172
29	86	129	-	NaN	4	you	0	0	0	0
29	86	129	-	NaN	5	are	0	0	0	0
29	86	129	-	NaN	6	watching,	140	304	304	304
29	86	129	-	NaN	7	give	216	216	216	216
29	86	129	-	NaN	8	me	0	0	0	0
29	86	129	-	NaN	9	strength.	260	424	424	424
29	87	40	c	1390	1	He	0	0	0	0
29	87	40	c	1390	2	heaved	0	0	0	0
29	87	40	c	1390	3	his	0	0	0	0
29	87	40	c	1390	4	shoulders	0	0	0	0
29	87	40	c	1390	5	and	0	0	0	0
29	87	40	c	1390	6	swung	216	216	368	1008
29	87	40	c	1390	7	the	132	132	132	132
29	87	40	c	1390	8	axe	248	376	376	376
29	87	40	c	1390	9	again.	288	288	288	288
29	88	15	-	NaN	1	He	0	0	0	0
29	88	15	-	NaN	2	is	0	0	0	0
29	88	15	-	NaN	3	after	0	0	0	0
29	88	15	-	NaN	4	glory	228	228	412	856
29	88	15	-	NaN	5	and	0	0	0	0
29	88	15	-	NaN	6	heads	276	276	276	276
29	88	15	-	NaN	7	for	180	180	180	356
29	88	15	-	NaN	8	his	172	172	172	172
29	88	15	-	NaN	9	hall.	108	272	272	272
29	89	174	-	NaN	1	He	0	0	0	0
29	89	174	-	NaN	2	just	280	280	280	280
29	89	174	-	NaN	3	wished	188	188	188	188
29	89	174	-	NaN	4	he	0	0	0	0
29	89	174	-	NaN	5	could	224	224	224	224
29	89	174	-	NaN	6	talk	196	196	196	196
29	89	174	-	NaN	7	to	0	0	0	0
29	89	174	-	NaN	8	his	148	148	148	148
29	89	174	-	NaN	9	dad.	120	332	332	332
29	90	10	e	2934	1	He	0	0	0	0
29	90	10	e	2934	2	lay	0	0	0	0
29	90	10	e	2934	3	his	0	0	0	0
29	90	10	e	2934	4	sword	0	0	0	0
29	90	10	e	2934	5	aside	0	0	0	0
29	90	10	e	2934	6	and	228	228	228	1144
29	90	10	e	2934	7	extended	216	372	372	372
29	90	10	e	2934	8	his	0	0	0	0
29	90	10	e	2934	9	hands.	268	620	620	620
29	91	78	e	2627	1	He	0	0	0	0
29	91	78	e	2627	2	sighed	0	0	0	0
29	91	78	e	2627	3	and	232	232	232	496
29	91	78	e	2627	4	walked	292	292	292	292
29	91	78	e	2627	5	back	208	208	208	208
29	91	78	e	2627	6	to	0	0	0	0
29	91	78	e	2627	7	the	0	0	0	0
29	91	78	e	2627	8	wood	152	152	152	152
29	91	78	e	2627	9	shop.	120	660	660	1072
29	92	58	e	1140	1	He	260	260	260	260
29	92	58	e	1140	2	smiled	108	108	108	108
29	92	58	e	1140	3	when	312	312	312	312
29	92	58	e	1140	4	she	0	0	0	0
29	92	58	e	1140	5	let	184	184	184	184
29	92	58	e	1140	6	out	232	232	232	232
29	92	58	e	1140	7	a	0	0	0	0
29	92	58	e	1140	8	big	116	116	116	368
29	92	58	e	1140	9	yawn.	240	500	500	500
29	93	95	c	2643	1	He	0	0	0	0
29	93	95	c	2643	2	was	128	308	308	308
29	93	95	c	2643	3	leaning	188	188	188	188
29	93	95	c	2643	4	against	180	180	180	180
29	93	95	c	2643	5	his	0	0	0	0
29	93	95	c	2643	6	truck	236	236	236	236
29	93	95	c	2643	7	smoking	296	296	296	296
29	93	95	c	2643	8	a	0	0	0	0
29	93	95	c	2643	9	joint.	184	184	184	440
29	94	36	c	3208	1	I	260	260	260	260
29	94	36	c	3208	2	was	0	0	0	0
29	94	36	c	3208	3	thinking	200	200	200	200
29	94	36	c	3208	4	of	0	0	0	0
29	94	36	c	3208	5	getting	300	420	420	420
29	94	36	c	3208	6	the	164	164	164	164
29	94	36	c	3208	7	band	156	156	156	156
29	94	36	c	3208	8	together	196	196	196	196
29	94	36	c	3208	9	again.	264	404	404	704
29	95	65	c	1999	1	It	248	248	248	248
29	95	65	c	1999	2	is	0	0	0	0
29	95	65	c	1999	3	a	0	0	0	0
29	95	65	c	1999	4	narrow	232	232	232	232
29	95	65	c	1999	5	ship,	216	216	216	216
29	95	65	c	1999	6	much	220	220	220	220
29	95	65	c	1999	7	like	376	376	376	376
29	95	65	c	1999	8	our	0	0	0	0
29	95	65	c	1999	9	own.	164	164	488	820
29	96	24	-	NaN	1	Arthur	0	0	0	0
29	96	24	-	NaN	2	placed	0	0	0	0
29	96	24	-	NaN	3	the	0	0	0	0
29	96	24	-	NaN	4	bars	220	220	448	920
29	96	24	-	NaN	5	of	0	0	0	0
29	96	24	-	NaN	6	chocolate	224	224	224	224
29	96	24	-	NaN	7	on	0	0	0	0
29	96	24	-	NaN	8	the	180	180	180	180
29	96	24	-	NaN	9	counter.	316	316	316	536
29	97	57	e	2172	1	John	56	264	264	264
29	97	57	e	2172	2	gave	112	112	112	112
29	97	57	e	2172	3	Bernard	144	304	304	304
29	97	57	e	2172	4	a	0	0	0	0
29	97	57	e	2172	5	hard	244	244	244	244
29	97	57	e	2172	6	slap	216	216	216	216
29	97	57	e	2172	7	on	0	0	0	0
29	97	57	e	2172	8	the	168	168	168	648
29	97	57	e	2172	9	head.	0	0	0	0
29	98	163	-	NaN	1	Let's	0	0	0	0
29	98	163	-	NaN	2	get	36	36	36	316
29	98	163	-	NaN	3	out	172	344	344	344
29	98	163	-	NaN	4	and	0	0	0	0
29	98	163	-	NaN	5	I'll	176	176	176	176
29	98	163	-	NaN	6	buy	228	228	228	228
29	98	163	-	NaN	7	you	0	0	0	0
29	98	163	-	NaN	8	a	0	0	0	0
29	98	163	-	NaN	9	drink.	152	152	152	408
29	99	23	e	5358	1	Let's	0	0	0	0
29	99	23	e	5358	2	have	0	0	0	0
29	99	23	e	5358	3	the	0	0	0	0
29	99	23	e	5358	4	gates	160	228	400	888
29	99	23	e	5358	5	closed	252	252	252	252
29	99	23	e	5358	6	and	124	124	124	124
29	99	23	e	5358	7	go	0	0	0	0
29	99	23	e	5358	8	home	176	176	308	416
29	99	23	e	5358	9	early.	268	268	268	268
29	100	81	c	1322	1	Andrew	0	0	0	0
29	100	81	c	1322	2	closed	224	224	424	588
29	100	81	c	1322	3	the	0	0	0	0
29	100	81	c	1322	4	office	184	320	528	740
29	100	81	c	1322	5	door	116	116	116	116
29	100	81	c	1322	6	on	0	0	0	0
29	100	81	c	1322	7	the	148	148	148	148
29	100	81	c	1322	8	way	176	176	176	368
29	100	81	c	1322	9	out.	144	144	144	144
29	101	123	c	1559	1	Charles	280	280	280	280
29	101	123	c	1559	2	felt	200	200	200	200
29	101	123	c	1559	3	sick	156	156	156	156
29	101	123	c	1559	4	to	0	0	0	0
29	101	123	c	1559	5	the	148	148	148	148
29	101	123	c	1559	6	pit	156	156	156	156
29	101	123	c	1559	7	of	0	0	0	0
29	101	123	c	1559	8	his	0	0	0	0
29	101	123	c	1559	9	stomach.	244	368	368	368
29	102	90	-	NaN	1	Christopher	0	0	0	0
29	102	90	-	NaN	2	groaned	112	216	416	556
29	102	90	-	NaN	3	and	0	0	0	0
29	102	90	-	NaN	4	lay	0	0	0	0
29	102	90	-	NaN	5	his	184	184	184	184
29	102	90	-	NaN	6	hands	160	160	160	160
29	102	90	-	NaN	7	across	152	152	152	152
29	102	90	-	NaN	8	his	276	276	276	276
29	102	90	-	NaN	9	stomach.	152	152	152	288
29	103	43	c	1704	1	Dave	0	0	0	0
29	103	43	c	1704	2	kicked	0	0	0	0
29	103	43	c	1704	3	him	0	0	0	0
29	103	43	c	1704	4	in	0	0	0	0
29	103	43	c	1704	5	the	0	0	0	0
29	103	43	c	1704	6	stomach	256	256	400	1036
29	103	43	c	1704	7	and	0	0	0	0
29	103	43	c	1704	8	Paul	200	200	200	200
29	103	43	c	1704	9	groaned.	324	324	324	512
29	104	27	e	3754	1	Dexter	0	0	0	0
29	104	27	e	3754	2	opened	0	0	0	0
29	104	27	e	3754	3	his	0	0	0	0
29	104	27	e	3754	4	letter	144	224	384	980
29	104	27	e	3754	5	and	0	0	0	0
29	104	27	e	3754	6	found	184	384	384	384
29	104	27	e	3754	7	a	0	0	0	0
29	104	27	e	3754	8	photograph	236	236	236	236
29	104	27	e	3754	9	inside.	144	572	572	572
29	105	105	-	NaN	1	Duncan	232	336	336	336
29	105	105	-	NaN	2	took	244	244	244	244
29	105	105	-	NaN	3	a	0	0	0	0
29	105	105	-	NaN	4	breath	160	160	160	160
29	105	105	-	NaN	5	and	0	0	0	0
29	105	105	-	NaN	6	wanted	240	240	240	240
29	105	105	-	NaN	7	to	0	0	0	0
29	105	105	-	NaN	8	be	164	164	164	164
29	105	105	-	NaN	9	sick.	116	116	116	472
29	106	116	c	2884	1	Edward	104	304	304	304
29	106	116	c	2884	2	washed	216	216	216	216
29	106	116	c	2884	3	his	0	0	0	0
29	106	116	c	2884	4	hands	160	160	160	160
29	106	116	c	2884	5	and	0	0	0	0
29	106	116	c	2884	6	flicked	192	340	340	340
29	106	116	c	2884	7	water	220	220	220	220
29	106	116	c	2884	8	at	0	0	0	0
29	106	116	c	2884	9	Bob.	212	444	444	444
29	107	151	-	NaN	1	She	292	292	292	292
29	107	151	-	NaN	2	turned	164	164	164	164
29	107	151	-	NaN	3	and	0	0	0	0
29	107	151	-	NaN	4	saw	212	212	212	212
29	107	151	-	NaN	5	him	448	448	448	448
29	107	151	-	NaN	6	standing	144	144	144	144
29	107	151	-	NaN	7	in	0	0	0	0
29	107	151	-	NaN	8	her	216	216	216	216
29	107	151	-	NaN	9	path.	236	236	236	236
29	108	178	-	NaN	1	They	84	84	84	84
29	108	178	-	NaN	2	turned	212	348	348	348
29	108	178	-	NaN	3	round	280	280	280	280
29	108	178	-	NaN	4	just	0	0	0	0
29	108	178	-	NaN	5	as	164	164	164	164
29	108	178	-	NaN	6	Frankie	96	96	96	280
29	108	178	-	NaN	7	walked	116	260	260	260
29	108	178	-	NaN	8	toward	204	204	204	204
29	108	178	-	NaN	9	them.	0	0	0	0
29	109	59	-	NaN	1	Underneath	232	312	312	312
29	109	59	-	NaN	2	the	0	0	0	0
29	109	59	-	NaN	3	table	236	236	236	236
29	109	59	-	NaN	4	her	0	0	0	0
29	109	59	-	NaN	5	hand	140	140	140	140
29	109	59	-	NaN	6	was	0	0	0	0
29	109	59	-	NaN	7	gripping	208	444	444	444
29	109	59	-	NaN	8	the	0	0	0	0
29	109	59	-	NaN	9	chair.	200	200	200	416
29	110	44	-	NaN	1	Whether	0	0	0	0
29	110	44	-	NaN	2	Peter	0	0	0	0
29	110	44	-	NaN	3	heard	0	0	0	0
29	110	44	-	NaN	4	him	0	0	0	0
29	110	44	-	NaN	5	or	0	0	0	0
29	110	44	-	NaN	6	not	0	0	0	0
29	110	44	-	NaN	7	Gabriel	220	220	404	1356
29	110	44	-	NaN	8	didn't	212	212	212	212
29	110	44	-	NaN	9	care.	192	192	192	940
29	111	110	-	NaN	1	You	0	0	0	0
29	111	110	-	NaN	2	give	248	248	248	324
29	111	110	-	NaN	3	me	0	0	0	0
29	111	110	-	NaN	4	a	212	212	212	212
29	111	110	-	NaN	5	lead	120	236	236	236
29	111	110	-	NaN	6	and	0	0	0	0
29	111	110	-	NaN	7	I'll	204	204	204	204
29	111	110	-	NaN	8	follow	188	188	188	188
29	111	110	-	NaN	9	it.	208	208	208	208
29	112	183	c	3962	1	All	188	188	188	188
29	112	183	c	3962	2	the	0	0	0	0
29	112	183	c	3962	3	bowls	168	360	360	360
29	112	183	c	3962	4	from	0	0	0	0
29	112	183	c	3962	5	the	160	160	160	160
29	112	183	c	3962	6	empty	148	148	148	148
29	112	183	c	3962	7	tables	136	136	136	136
29	112	183	c	3962	8	are	0	0	0	0
29	112	183	c	3962	9	cleared	148	316	316	316
29	112	183	c	3962	10	up.	276	276	276	276
29	113	173	c	2181	1	His	0	0	0	0
29	113	173	c	2181	2	dark	236	340	340	340
29	113	173	c	2181	3	hair	160	160	160	160
29	113	173	c	2181	4	was	0	0	0	0
29	113	173	c	2181	5	just	156	156	156	156
29	113	173	c	2181	6	visible	184	184	184	184
29	113	173	c	2181	7	under	296	296	296	296
29	113	173	c	2181	8	his	0	0	0	0
29	113	173	c	2181	9	white	124	124	124	124
29	113	173	c	2181	10	hat.	112	252	252	540
29	114	167	c	2195	1	His	0	0	0	0
29	114	167	c	2195	2	men	184	444	444	444
29	114	167	c	2195	3	will	0	0	0	0
29	114	167	c	2195	4	not	216	504	504	504
29	114	167	c	2195	5	follow	172	172	172	172
29	114	167	c	2195	6	him	0	0	0	0
29	114	167	c	2195	7	and	164	164	164	164
29	114	167	c	2195	8	they	208	208	208	208
29	114	167	c	2195	9	are	0	0	0	0
29	114	167	c	2195	10	few.	160	308	308	308
29	115	133	-	NaN	1	I'll	0	0	0	0
29	115	133	-	NaN	2	break	248	248	248	336
29	115	133	-	NaN	3	your	140	140	140	140
29	115	133	-	NaN	4	neck	284	284	284	356
29	115	133	-	NaN	5	if	0	0	0	0
29	115	133	-	NaN	6	you	240	240	240	240
29	115	133	-	NaN	7	don't	176	176	176	176
29	115	133	-	NaN	8	fix	104	104	104	104
29	115	133	-	NaN	9	that	0	0	0	0
29	115	133	-	NaN	10	water.	140	324	324	324
29	116	170	c	4867	1	Ian	0	0	0	0
29	116	170	c	4867	2	gave	248	248	248	248
29	116	170	c	4867	3	Geoffrey	220	396	396	640
29	116	170	c	4867	4	a	0	0	0	0
29	116	170	c	4867	5	hard	368	368	368	368
29	116	170	c	4867	6	slap	228	228	228	228
29	116	170	c	4867	7	across	252	252	252	252
29	116	170	c	4867	8	his	0	0	0	0
29	116	170	c	4867	9	right	156	368	368	368
29	116	170	c	4867	10	ear.	160	160	160	696
29	117	85	c	1437	1	Jake	0	0	0	0
29	117	85	c	1437	2	smiled	240	240	448	632
29	117	85	c	1437	3	again	256	256	256	424
29	117	85	c	1437	4	at	0	0	0	0
29	117	85	c	1437	5	his	0	0	0	0
29	117	85	c	1437	6	baby	180	180	180	180
29	117	85	c	1437	7	daughter,	124	252	252	252
29	117	85	c	1437	8	she	0	0	0	0
29	117	85	c	1437	9	was	184	184	184	184
29	117	85	c	1437	10	perfect.	196	196	196	448
29	118	134	-	NaN	1	Jimmy	312	312	312	312
29	118	134	-	NaN	2	liked	208	208	208	208
29	118	134	-	NaN	3	the	0	0	0	0
29	118	134	-	NaN	4	fact	196	196	196	196
29	118	134	-	NaN	5	they	0	0	0	0
29	118	134	-	NaN	6	were	152	152	152	152
29	118	134	-	NaN	7	calling	172	172	172	172
29	118	134	-	NaN	8	him	0	0	0	0
29	118	134	-	NaN	9	Jim.	252	472	472	472
29	119	181	-	NaN	1	Brian	272	272	272	272
29	119	181	-	NaN	2	sniffed	188	272	272	272
29	119	181	-	NaN	3	and	0	0	0	0
29	119	181	-	NaN	4	wiped	172	332	332	332
29	119	181	-	NaN	5	his	0	0	0	0
29	119	181	-	NaN	6	grubby	152	256	256	256
29	119	181	-	NaN	7	hand	168	168	168	168
29	119	181	-	NaN	8	across	196	196	196	196
29	119	181	-	NaN	9	his	0	0	0	0
29	119	181	-	NaN	10	nose.	164	164	164	164
29	120	165	c	2745	1	Phil	0	0	0	0
29	120	165	c	2745	2	let	232	232	452	592
29	120	165	c	2745	3	him	200	200	200	200
29	120	165	c	2745	4	go	0	0	0	0
29	120	165	c	2745	5	and	0	0	0	0
29	120	165	c	2745	6	Charlie	188	388	388	388
29	120	165	c	2745	7	fell	288	288	288	288
29	120	165	c	2745	8	to	0	0	0	0
29	120	165	c	2745	9	the	172	172	172	172
29	120	165	c	2745	10	ground.	84	84	84	84
29	121	62	-	NaN	1	Let	0	0	0	0
29	121	62	-	NaN	2	me	0	0	0	0
29	121	62	-	NaN	3	through	0	0	0	0
29	121	62	-	NaN	4	and	260	260	260	760
29	121	62	-	NaN	5	you'll	188	188	188	188
29	121	62	-	NaN	6	hear	112	112	112	112
29	121	62	-	NaN	7	nothing	164	352	352	352
29	121	62	-	NaN	8	more	236	236	236	236
29	121	62	-	NaN	9	of	0	0	0	0
29	121	62	-	NaN	10	it.	164	164	164	164
29	122	84	-	NaN	1	Men	0	0	0	0
29	122	84	-	NaN	2	could	0	0	0	0
29	122	84	-	NaN	3	be	240	240	528	724
29	122	84	-	NaN	4	paid	0	0	0	0
29	122	84	-	NaN	5	to	196	196	196	196
29	122	84	-	NaN	6	do	0	0	0	0
29	122	84	-	NaN	7	all	136	240	240	240
29	122	84	-	NaN	8	sorts	152	152	152	152
29	122	84	-	NaN	9	of	140	140	140	140
29	122	84	-	NaN	10	things.	296	296	296	296
29	123	117	e	2595	1	Gilbert	0	0	0	0
29	123	117	e	2595	2	sat	232	232	660	808
29	123	117	e	2595	3	as	0	0	0	0
29	123	117	e	2595	4	still	176	176	176	176
29	123	117	e	2595	5	as	0	0	0	0
29	123	117	e	2595	6	he	264	264	264	264
29	123	117	e	2595	7	could	0	0	0	0
29	123	117	e	2595	8	nursing	160	272	272	272
29	123	117	e	2595	9	his	0	0	0	0
29	123	117	e	2595	10	lip.	168	504	504	504
29	124	82	c	1546	1	Jacques	148	324	324	324
29	124	82	c	1546	2	sighed	248	388	388	388
29	124	82	c	1546	3	and	0	0	0	0
29	124	82	c	1546	4	tried	252	252	252	252
29	124	82	c	1546	5	to	0	0	0	0
29	124	82	c	1546	6	move	216	216	216	216
29	124	82	c	1546	7	out	156	156	156	156
29	124	82	c	1546	8	of	0	0	0	0
29	124	82	c	1546	9	the	168	168	168	168
29	124	82	c	1546	10	way.	212	212	212	212
29	125	194	c	2256	1	Jamie	292	292	292	292
29	125	194	c	2256	2	took	132	240	240	240
29	125	194	c	2256	3	a	0	0	0	0
29	125	194	c	2256	4	cigarette	140	140	140	140
29	125	194	c	2256	5	and	140	140	140	140
29	125	194	c	2256	6	Andy	112	112	112	112
29	125	194	c	2256	7	gave	220	220	220	220
29	125	194	c	2256	8	him	152	152	152	152
29	125	194	c	2256	9	a	0	0	0	0
29	125	194	c	2256	10	light.	208	208	296	752
29	126	128	c	3712	1	Joseph	0	0	0	0
29	126	128	c	3712	2	walked	220	220	412	512
29	126	128	c	3712	3	into	0	0	0	0
29	126	128	c	3712	4	the	160	160	160	160
29	126	128	c	3712	5	office	140	140	140	140
29	126	128	c	3712	6	and	0	0	0	0
29	126	128	c	3712	7	removed	188	264	264	264
29	126	128	c	3712	8	his	0	0	0	0
29	126	128	c	3712	9	flat	180	260	260	260
29	126	128	c	3712	10	cap.	184	184	184	908
29	127	109	-	NaN	1	She	192	192	192	192
29	127	109	-	NaN	2	would	164	164	164	164
29	127	109	-	NaN	3	soon	232	232	232	232
29	127	109	-	NaN	4	be	0	0	0	0
29	127	109	-	NaN	5	found	216	216	492	924
29	127	109	-	NaN	6	if	0	0	0	0
29	127	109	-	NaN	7	she	0	0	0	0
29	127	109	-	NaN	8	tried	156	404	404	404
29	127	109	-	NaN	9	to	0	0	0	0
29	127	109	-	NaN	10	hide.	216	372	372	464
29	128	121	-	NaN	1	The	0	0	0	0
29	128	121	-	NaN	2	brothers	304	364	364	364
29	128	121	-	NaN	3	stood	140	236	236	236
29	128	121	-	NaN	4	up	0	0	0	0
29	128	121	-	NaN	5	and	0	0	0	0
29	128	121	-	NaN	6	came	148	148	148	148
29	128	121	-	NaN	7	down	216	216	216	216
29	128	121	-	NaN	8	from	0	0	0	0
29	128	121	-	NaN	9	the	196	196	196	196
29	128	121	-	NaN	10	platform.	140	140	356	884
29	129	150	c	2018	1	Anthony	240	312	312	312
29	129	150	c	2018	2	was	0	0	0	0
29	129	150	c	2018	3	approached,	144	316	316	316
29	129	150	c	2018	4	just	260	260	260	260
29	129	150	c	2018	5	as	0	0	0	0
29	129	150	c	2018	6	he	188	188	188	188
29	129	150	c	2018	7	had	124	124	124	124
29	129	150	c	2018	8	predicted,	224	364	364	364
29	129	150	c	2018	9	in	0	0	0	0
29	129	150	c	2018	10	the	0	0	0	0
29	129	150	c	2018	11	park.	184	184	348	440
29	130	104	e	1936	1	Despite	0	0	0	0
29	130	104	e	1936	2	what	0	0	0	0
29	130	104	e	1936	3	Frank	236	236	424	668
29	130	104	e	1936	4	had	0	0	0	0
29	130	104	e	1936	5	told	0	0	0	0
29	130	104	e	1936	6	her	164	164	164	356
29	130	104	e	1936	7	Ellen	160	160	160	160
29	130	104	e	1936	8	thanked	108	108	108	108
29	130	104	e	1936	9	the	212	212	212	212
